gelE_I_2_5mm15	gelE_I_2_5mm15	gelE_I_2_5mm15	
1.20543	0.988	98.815	
1.31903	0.988	98.82	
1.09183	0.988	98.825	
0.915119	0.988	98.83	
1.05817	0.988	98.835	
1.15074	0.988	98.84	
0.957194	0.988	98.845	
0.843593	0.988	98.85	
1.05396	0.988	98.855	
1.24751	0.988	98.86	
1.11497	0.988	98.865	
0.969816	0.988	98.87	
1.10445	0.988	98.875	
1.17808	0.988	98.88	
0.986646	0.988	98.885	
0.837281	0.988	98.89	
1.01189	0.988	98.895	
1.1865	0.988	98.9	
1.11708	0.989	98.905	
1.02451	0.989	98.91	
1.22857	0.989	98.915	
1.32534	0.989	98.92	
1.09604	0.989	98.925	
0.919327	0.989	98.93	
1.07921	0.989	98.935	
1.19071	0.989	98.94	
1.0182	0.989	98.945	
0.896186	0.989	98.95	
1.0729	0.989	98.955	
1.21385	0.989	98.96	
1.02031	0.989	98.965	
0.873045	0.989	98.97	
1.04134	0.989	98.975	
1.19491	0.989	98.98	
1.08762	0.989	98.985	
0.986646	0.989	98.99	
1.16757	0.989	98.995	
1.28327	0.989	99	
1.16336	0.99	99.005	
0.980334	0.99	99.01	
1.12339	0.99	99.015	
1.19491	0.99	99.02	
0.999268	0.99	99.025	
0.88146	0.99	99.03	
1.07921	0.99	99.035	
1.22437	0.99	99.04	
1.06028	0.99	99.045	
0.917223	0.99	99.05	
1.05186	0.99	99.055	
1.17808	0.99	99.06	
1.00979	0.99	99.065	
0.908808	0.99	99.07	
1.10445	0.99	99.075	
1.28117	0.99	99.08	
1.13811	0.99	99.085	
0.974023	0.99	99.09	
1.11287	0.99	99.095	
1.20754	0.99	99.1	
1.06028	0.991	99.105	
0.919327	0.991	99.11	
1.09183	0.991	99.115	
1.23488	0.991	99.12	
1.04555	0.991	99.125	
0.908808	0.991	99.13	
1.04134	0.991	99.135	
1.19281	0.991	99.14	
1.03503	0.991	99.145	
0.906704	0.991	99.15	
1.07079	0.991	99.155	
1.21385	0.991	99.16	
1.03713	0.991	99.165	
0.913015	0.991	99.17	
1.08552	0.991	99.175	
1.23699	0.991	99.18	
1.08342	0.991	99.185	
0.963505	0.991	99.19	
1.10656	0.991	99.195	
1.23068	0.991	99.2	
1.06659	0.992	99.205	
0.906704	0.992	99.21	
1.09183	0.992	99.215	
1.23488	0.992	99.22	
1.06028	0.992	99.225	
0.936156	0.992	99.23	
1.09394	0.992	99.235	
1.23278	0.992	99.24	
1.04765	0.992	99.245	
0.908808	0.992	99.25	
1.05817	0.992	99.255	
1.20754	0.992	99.26	
1.04555	0.992	99.265	
0.925638	0.992	99.27	
1.07711	0.992	99.275	
1.21174	0.992	99.28	
1.06659	0.992	99.285	
0.919327	0.992	99.29	
1.07079	0.992	99.295	
1.23488	0.992	99.3	
1.10866	0.993	99.305	
0.982438	0.993	99.31	
1.14022	0.993	99.315	
1.27906	0.993	99.32	
1.05817	0.993	99.325	
0.873045	0.993	99.33	
1.01189	0.993	99.335	
1.17598	0.993	99.34	
1.03924	0.993	99.345	
0.908808	0.993	99.35	
1.08762	0.993	99.355	
1.25803	0.993	99.36	
1.1318	0.993	99.365	
0.961401	0.993	99.37	
1.06028	0.993	99.375	
1.17388	0.993	99.38	
1.03293	0.993	99.385	
0.885667	0.993	99.39	
1.04134	0.993	99.395	
1.22016	0.993	99.4	
1.14653	0.994	99.405	
1.02241	0.994	99.41	
1.15284	0.994	99.415	
1.25171	0.994	99.42	
1.04134	0.994	99.425	
0.837281	0.994	99.43	
0.986646	0.994	99.435	
1.15494	0.994	99.44	
1.05396	0.994	99.445	
0.93826	0.994	99.45	
1.11918	0.994	99.455	
1.28958	0.994	99.46	
1.14653	0.994	99.465	
0.976127	0.994	99.47	
1.06448	0.994	99.475	
1.16757	0.994	99.48	
1.01189	0.994	99.485	
0.879356	0.994	99.49	
1.04134	0.994	99.495	
1.22437	0.994	99.5	
1.14022	0.995	99.505	
1.0182	0.995	99.51	
1.14653	0.995	99.515	
1.27275	0.995	99.52	
1.05186	0.995	99.525	
0.873045	0.995	99.53	
1.00137	0.995	99.535	
1.1865	0.995	99.54	
1.0729	0.995	99.545	
0.97192	0.995	99.55	
1.12128	0.995	99.555	
1.2412	0.995	99.56	
1.07921	0.995	99.565	
0.917223	0.995	99.57	
1.03082	0.995	99.575	
1.17598	0.995	99.58	
1.06028	0.995	99.585	
0.93826	0.995	99.59	
1.10235	0.995	99.595	
1.24751	0.995	99.6	
1.12339	0.996	99.605	
0.999268	0.996	99.61	
1.14232	0.996	99.615	
1.25382	0.996	99.62	
1.04765	0.996	99.625	
0.910912	0.996	99.63	
1.08131	0.996	99.635	
1.22016	0.996	99.64	
1.05817	0.996	99.645	
0.913015	0.996	99.65	
1.05186	0.996	99.655	
1.18229	0.996	99.66	
1.02031	0.996	99.665	
0.913015	0.996	99.67	
1.08131	0.996	99.675	
1.23278	0.996	99.68	
1.10656	0.996	99.685	
0.982438	0.996	99.69	
1.08973	0.996	99.695	
1.23068	0.996	99.7	
1.07711	0.997	99.705	
0.980334	0.997	99.71	
1.15705	0.997	99.715	
1.27696	0.997	99.72	
1.08552	0.997	99.725	
0.915119	0.997	99.73	
1.07079	0.997	99.735	
1.1844	0.997	99.74	
1.02241	0.997	99.745	
0.877252	0.997	99.75	
1.06028	0.997	99.755	
1.22647	0.997	99.76	
1.09604	0.997	99.765	
0.976127	0.997	99.77	
1.14442	0.997	99.775	
1.27275	0.997	99.78	
1.11287	0.997	99.785	
0.952986	0.997	99.79	
1.06028	0.997	99.795	
1.19071	0.997	99.8	
1.03503	0.998	99.805	
0.917223	0.998	99.81	
1.11708	0.998	99.815	
1.26013	0.998	99.82	
1.10866	0.998	99.825	
0.965608	0.998	99.83	
1.11077	0.998	99.835	
1.23488	0.998	99.84	
1.05186	0.998	99.845	
0.887771	0.998	99.85	
1.04134	0.998	99.855	
1.20333	0.998	99.86	
1.08762	0.998	99.865	
0.999268	0.998	99.87	
1.14232	0.998	99.875	
1.27065	0.998	99.88	
1.11497	0.998	99.885	
0.967712	0.998	99.89	
1.07079	0.998	99.895	
1.15915	0.998	99.9	
0.997164	0.999	99.905	
0.873045	0.999	99.91	
1.10025	0.999	99.915	
1.29589	0.999	99.92	
1.17808	0.999	99.925	
1.04765	0.999	99.93	
1.13601	0.999	99.935	
1.20543	0.999	99.94	
1.02241	0.999	99.945	
0.875148	0.999	99.95	
0.980334	0.999	99.955	
1.1276	0.999	99.96	
1.06869	0.999	99.965	
0.999268	0.999	99.97	
1.15705	0.999	99.975	
1.28537	0.999	99.98	
1.1318	0.999	99.985	
0.986646	0.999	99.99	
1.05186	0.999	99.995	
1.12128	0.999	100	
0.986646	1	100.005	
0.902497	1	100.01	
1.10866	1	100.015	
1.2412	1	100.02	
1.10025	1	100.025	
0.978231	1	100.03	
1.10025	1	100.035	
1.19281	1	100.04	
1.00768	1	100.045	
0.913015	1	100.05	
1.08342	1	100.055	
1.21806	1	100.06	
1.11918	1	100.065	
0.999268	1	100.07	
1.14232	1	100.075	
1.22226	1	100.08	
1.02241	1	100.085	
0.86463	1	100.09	
0.990853	1	100.095	
1.16125	1	100.1	
1.075	1.001	100.105	
1.02031	1.001	100.11	
1.22226	1.001	100.115	
1.32955	1.001	100.12	
1.10866	1.001	100.125	
0.942467	1.001	100.13	
1.07079	1.001	100.135	
1.15915	1.001	100.14	
0.992957	1.001	100.145	
0.879356	1.001	100.15	
1.10866	1.001	100.155	
1.26223	1.001	100.16	
1.1297	1.001	100.165	
0.988749	1.001	100.17	
1.10235	1.001	100.175	
1.19491	1.001	100.18	
1.03082	1.001	100.185	
0.877252	1.001	100.19	
1.04134	1.001	100.195	
1.20543	1.001	100.2	
1.10235	1.002	100.205	
1.03924	1.002	100.21	
1.23699	1.002	100.215	
1.33376	1.002	100.22	
1.08131	1.002	100.225	
0.883563	1.002	100.23	
1.06028	1.002	100.235	
1.20964	1.002	100.24	
1.04765	1.002	100.245	
0.908808	1.002	100.25	
1.09183	1.002	100.255	
1.23909	1.002	100.26	
1.05186	1.002	100.265	
0.889874	1.002	100.27	
1.06869	1.002	100.275	
1.22857	1.002	100.28	
1.07921	1.002	100.285	
0.950882	1.002	100.29	
1.13391	1.002	100.295	
1.27275	1.002	100.3	
1.10866	1.003	100.305	
0.957194	1.003	100.31	
1.12128	1.003	100.315	
1.25803	1.003	100.32	
1.02872	1.003	100.325	
0.843593	1.003	100.33	
1.03503	1.003	100.335	
1.20543	1.003	100.34	
1.05817	1.003	100.345	
0.919327	1.003	100.35	
1.11708	1.003	100.355	
1.26854	1.003	100.36	
1.10656	1.003	100.365	
0.946675	1.003	100.37	
1.075	1.003	100.375	
1.20333	1.003	100.38	
1.04555	1.003	100.385	
0.917223	1.003	100.39	
1.08342	1.003	100.395	
1.23909	1.003	100.4	
1.10235	1.004	100.405	
0.957194	1.004	100.41	
1.10866	1.004	100.415	
1.25592	1.004	100.42	
1.05186	1.004	100.425	
0.900393	1.004	100.43	
1.06028	1.004	100.435	
1.2433	1.004	100.44	
1.10025	1.004	100.445	
0.97192	1.004	100.45	
1.11918	1.004	100.455	
1.25382	1.004	100.46	
1.10025	1.004	100.465	
0.944571	1.004	100.47	
1.075	1.004	100.475	
1.20333	1.004	100.48	
1.04765	1.004	100.485	
0.9046	1.004	100.49	
1.03924	1.004	100.495	
1.20964	1.004	100.5	
1.09814	1.005	100.505	
0.997164	1.005	100.51	
1.15915	1.005	100.515	
1.28958	1.005	100.52	
1.12549	1.005	100.525	
0.950882	1.005	100.53	
1.08973	1.005	100.535	
1.20754	1.005	100.54	
1.06028	1.005	100.545	
0.92143	1.005	100.55	
1.09394	1.005	100.555	
1.24751	1.005	100.56	
1.10866	1.005	100.565	
0.957194	1.005	100.57	
1.07079	1.005	100.575	
1.19702	1.005	100.58	
1.04555	1.005	100.585	
0.887771	1.005	100.59	
1.02872	1.005	100.595	
1.19491	1.005	100.6	
1.12128	1.006	100.605	
1.02451	1.006	100.61	
1.1886	1.006	100.615	
1.30431	1.006	100.62	
1.10235	1.006	100.625	
0.910912	1.006	100.63	
1.02451	1.006	100.635	
1.18019	1.006	100.64	
1.04765	1.006	100.645	
0.927741	1.006	100.65	
1.08762	1.006	100.655	
1.24751	1.006	100.66	
1.11497	1.006	100.665	
0.965608	1.006	100.67	
1.06448	1.006	100.675	
1.18019	1.006	100.68	
1.04976	1.006	100.685	
0.923534	1.006	100.69	
1.07079	1.006	100.695	
1.24961	1.006	100.7	
1.16125	1.007	100.705	
1.04555	1.007	100.71	
1.18019	1.007	100.715	
1.27486	1.007	100.72	
1.10235	1.007	100.725	
0.925638	1.007	100.73	
1.05396	1.007	100.735	
1.19071	1.007	100.74	
1.06238	1.007	100.745	
0.92143	1.007	100.75	
1.04555	1.007	100.755	
1.19281	1.007	100.76	
1.07921	1.007	100.765	
0.940364	1.007	100.77	
1.05607	1.007	100.775	
1.20543	1.007	100.78	
1.12549	1.007	100.785	
0.999268	1.007	100.79	
1.08973	1.007	100.795	
1.20543	1.007	100.8	
1.10235	1.008	100.805	
0.992957	1.008	100.81	
1.14442	1.008	100.815	
1.26223	1.008	100.82	
1.09814	1.008	100.825	
0.944571	1.008	100.83	
1.09604	1.008	100.835	
1.22016	1.008	100.84	
1.10025	1.008	100.845	
0.95509	1.008	100.85	
1.09394	1.008	100.855	
1.22226	1.008	100.86	
1.09814	1.008	100.865	
0.990853	1.008	100.87	
1.08552	1.008	100.875	
1.20123	1.008	100.88	
1.08342	1.008	100.885	
0.965608	1.008	100.89	
1.075	1.008	100.895	
1.14653	1.008	100.9	
1.03713	1.009	100.905	
0.946675	1.009	100.91	
1.10445	1.009	100.915	
1.23068	1.009	100.92	
1.08973	1.009	100.925	
0.967712	1.009	100.93	
1.12339	1.009	100.935	
1.23278	1.009	100.94	
1.075	1.009	100.945	
0.965608	1.009	100.95	
1.10445	1.009	100.955	
1.22647	1.009	100.96	
1.08973	1.009	100.965	
0.976127	1.009	100.97	
1.11287	1.009	100.975	
1.19912	1.009	100.98	
1.02451	1.009	100.985	
0.913015	1.009	100.99	
1.03293	1.009	100.995	
1.14653	1.009	101	
1.03293	1.01	101.005	
0.997164	1.01	101.01	
1.19912	1.01	101.015	
1.32745	1.01	101.02	
1.11708	1.01	101.025	
0.978231	1.01	101.03	
1.12549	1.01	101.035	
1.21806	1.01	101.04	
1.02241	1.01	101.045	
0.923534	1.01	101.05	
1.10445	1.01	101.055	
1.2412	1.01	101.06	
1.07079	1.01	101.065	
0.959297	1.01	101.07	
1.10235	1.01	101.075	
1.19491	1.01	101.08	
1.05607	1.01	101.085	
0.942467	1.01	101.09	
1.13391	1.01	101.095	
1.2412	1.01	101.1	
1.09814	1.011	101.105	
0.997164	1.011	101.11	
1.17177	1.011	101.115	
1.26013	1.011	101.12	
1.03503	1.011	101.125	
0.891978	1.011	101.13	
1.07711	1.011	101.135	
1.22647	1.011	101.14	
1.06028	1.011	101.145	
0.97192	1.011	101.15	
1.18229	1.011	101.155	
1.29379	1.011	101.16	
1.10866	1.011	101.165	
0.95509	1.011	101.17	
1.075	1.011	101.175	
1.20754	1.011	101.18	
1.05817	1.011	101.185	
0.950882	1.011	101.19	
1.12339	1.011	101.195	
1.26013	1.011	101.2	
1.12549	1.012	101.205	
1.00137	1.012	101.21	
1.15915	1.012	101.215	
1.25382	1.012	101.22	
1.03713	1.012	101.225	
0.906704	1.012	101.23	
1.10025	1.012	101.235	
1.25382	1.012	101.24	
1.075	1.012	101.245	
0.967712	1.012	101.25	
1.14442	1.012	101.255	
1.24961	1.012	101.26	
1.05817	1.012	101.265	
0.902497	1.012	101.27	
1.04976	1.012	101.275	
1.17598	1.012	101.28	
1.04345	1.012	101.285	
0.931949	1.012	101.29	
1.12339	1.012	101.295	
1.27906	1.012	101.3	
1.12339	1.013	101.305	
0.982438	1.013	101.31	
1.15705	1.013	101.315	
1.27065	1.013	101.32	
1.05396	1.013	101.325	
0.9046	1.013	101.33	
1.08552	1.013	101.335	
1.23488	1.013	101.34	
1.0729	1.013	101.345	
0.931949	1.013	101.35	
1.09394	1.013	101.355	
1.26223	1.013	101.36	
1.10235	1.013	101.365	
0.963505	1.013	101.37	
1.11918	1.013	101.375	
1.23699	1.013	101.38	
1.06659	1.013	101.385	
0.919327	1.013	101.39	
1.07921	1.013	101.395	
1.23488	1.013	101.4	
1.10025	1.014	101.405	
0.969816	1.014	101.41	
1.17598	1.014	101.415	
1.3022	1.014	101.42	
1.08131	1.014	101.425	
0.913015	1.014	101.43	
1.06869	1.014	101.435	
1.22857	1.014	101.44	
1.075	1.014	101.445	
0.942467	1.014	101.45	
1.14442	1.014	101.455	
1.28748	1.014	101.46	
1.09183	1.014	101.465	
0.923534	1.014	101.47	
1.06238	1.014	101.475	
1.19491	1.014	101.48	
1.05186	1.014	101.485	
0.927741	1.014	101.49	
1.1297	1.014	101.495	
1.3001	1.014	101.5	
1.16546	1.015	101.505	
1.0182	1.015	101.51	
1.19281	1.015	101.515	
1.3001	1.015	101.52	
1.08342	1.015	101.525	
0.891978	1.015	101.53	
1.08973	1.015	101.535	
1.25382	1.015	101.54	
1.07711	1.015	101.545	
0.906704	1.015	101.55	
1.07079	1.015	101.555	
1.23488	1.015	101.56	
1.05396	1.015	101.565	
0.883563	1.015	101.57	
1.06448	1.015	101.575	
1.27275	1.015	101.58	
1.13811	1.015	101.585	
0.965608	1.015	101.59	
1.11708	1.015	101.595	
1.27906	1.015	101.6	
1.11918	1.016	101.605	
0.952986	1.016	101.61	
1.15705	1.016	101.615	
1.34007	1.016	101.62	
1.14653	1.016	101.625	
0.934053	1.016	101.63	
1.06028	1.016	101.635	
1.23068	1.016	101.64	
1.04555	1.016	101.645	
0.877252	1.016	101.65	
1.06238	1.016	101.655	
1.298	1.016	101.66	
1.1865	1.016	101.665	
1.0182	1.016	101.67	
1.15074	1.016	101.675	
1.30852	1.016	101.68	
1.1276	1.016	101.685	
0.896186	1.016	101.69	
1.00137	1.016	101.695	
1.19281	1.016	101.7	
1.09814	1.017	101.705	
0.974023	1.017	101.71	
1.14863	1.017	101.715	
1.30641	1.017	101.72	
1.11077	1.017	101.725	
0.913015	1.017	101.73	
1.04765	1.017	101.735	
1.23278	1.017	101.74	
1.10656	1.017	101.745	
0.963505	1.017	101.75	
1.13811	1.017	101.755	
1.29589	1.017	101.76	
1.15494	1.017	101.765	
0.948779	1.017	101.77	
1.03293	1.017	101.775	
1.18229	1.017	101.78	
1.10235	1.017	101.785	
0.940364	1.017	101.79	
1.06028	1.017	101.795	
1.23699	1.017	101.8	
1.1276	1.018	101.805	
0.976127	1.018	101.81	
1.09183	1.018	101.815	
1.23699	1.018	101.82	
1.09394	1.018	101.825	
0.93826	1.018	101.83	
1.08552	1.018	101.835	
1.2412	1.018	101.84	
1.11077	1.018	101.845	
0.959297	1.018	101.85	
1.06448	1.018	101.855	
1.18019	1.018	101.86	
1.06659	1.018	101.865	
0.942467	1.018	101.87	
1.09814	1.018	101.875	
1.26013	1.018	101.88	
1.14863	1.018	101.885	
1.00137	1.018	101.89	
1.0729	1.018	101.895	
1.18019	1.018	101.9	
1.06659	1.019	101.905	
0.946675	1.019	101.91	
1.08973	1.019	101.915	
1.23488	1.019	101.92	
1.11918	1.019	101.925	
1.01189	1.019	101.93	
1.12549	1.019	101.935	
1.24751	1.019	101.94	
1.10656	1.019	101.945	
0.961401	1.019	101.95	
1.06869	1.019	101.955	
1.19702	1.019	101.96	
1.08342	1.019	101.965	
0.97192	1.019	101.97	
1.09394	1.019	101.975	
1.25171	1.019	101.98	
1.14653	1.019	101.985	
0.997164	1.019	101.99	
1.07079	1.019	101.995	
1.15705	1.019	102	
1.04555	1.02	102.005	
0.940364	1.02	102.01	
1.09814	1.02	102.015	
1.27065	1.02	102.02	
1.18019	1.02	102.025	
1.09394	1.02	102.03	
1.19702	1.02	102.035	
1.26434	1.02	102.04	
1.07921	1.02	102.045	
0.902497	1.02	102.05	
0.974023	1.02	102.055	
1.08973	1.02	102.06	
1.02662	1.02	102.065	
0.990853	1.02	102.07	
1.16546	1.02	102.075	
1.28958	1.02	102.08	
1.1844	1.02	102.085	
1.02662	1.02	102.09	
1.08342	1.02	102.095	
1.15284	1.02	102.1	
1.03082	1.021	102.105	
0.992957	1.021	102.11	
1.16336	1.021	102.115	
1.28958	1.021	102.12	
1.14232	1.021	102.125	
1.02241	1.021	102.13	
1.09183	1.021	102.135	
1.14442	1.021	102.14	
0.974023	1.021	102.145	
0.866733	1.021	102.15	
1.04345	1.021	102.155	
1.19281	1.021	102.16	
1.1318	1.021	102.165	
1.08131	1.021	102.17	
1.19912	1.021	102.175	
1.26854	1.021	102.18	
1.10866	1.021	102.185	
0.961401	1.021	102.19	
1.05396	1.021	102.195	
1.15074	1.021	102.2	
1.0729	1.022	102.205	
1.02451	1.022	102.21	
1.20754	1.022	102.215	
1.27486	1.022	102.22	
1.05186	1.022	102.225	
0.915119	1.022	102.23	
1.08342	1.022	102.235	
1.16757	1.022	102.24	
1.0161	1.022	102.245	
0.967712	1.022	102.25	
1.16967	1.022	102.255	
1.3022	1.022	102.26	
1.14232	1.022	102.265	
1.03713	1.022	102.27	
1.16336	1.022	102.275	
1.22437	1.022	102.28	
1.02872	1.022	102.285	
0.915119	1.022	102.29	
1.10235	1.022	102.295	
1.20964	1.022	102.3	
1.08552	1.023	102.305	
1.02662	1.023	102.31	
1.23909	1.023	102.315	
1.31483	1.023	102.32	
1.04976	1.023	102.325	
0.910912	1.023	102.33	
1.09183	1.023	102.335	
1.21385	1.023	102.34	
1.04134	1.023	102.345	
0.990853	1.023	102.35	
1.22437	1.023	102.355	
1.33797	1.023	102.36	
1.13601	1.023	102.365	
0.980334	1.023	102.37	
1.10235	1.023	102.375	
1.16546	1.023	102.38	
0.97192	1.023	102.385	
0.88146	1.023	102.39	
1.1318	1.023	102.395	
1.28537	1.023	102.4	
1.14022	1.024	102.405	
1.03924	1.024	102.41	
1.22016	1.024	102.415	
1.3001	1.024	102.42	
1.02451	1.024	102.425	
0.875148	1.024	102.43	
1.08552	1.024	102.435	
1.24751	1.024	102.44	
1.08552	1.024	102.445	
0.976127	1.024	102.45	
1.19912	1.024	102.455	
1.32534	1.024	102.46	
1.075	1.024	102.465	
0.902497	1.024	102.47	
1.03503	1.024	102.475	
1.15705	1.024	102.48	
1.00768	1.024	102.485	
0.919327	1.024	102.49	
1.16336	1.024	102.495	
1.32534	1.024	102.5	
1.16336	1.025	102.505	
1.01399	1.025	102.51	
1.14863	1.025	102.515	
1.23068	1.025	102.52	
0.984542	1.025	102.525	
0.835178	1.025	102.53	
1.05607	1.025	102.535	
1.25803	1.025	102.54	
1.12128	1.025	102.545	
1.00558	1.025	102.55	
1.19071	1.025	102.555	
1.29169	1.025	102.56	
1.0729	1.025	102.565	
0.896186	1.025	102.57	
1.05817	1.025	102.575	
1.20964	1.025	102.58	
1.0729	1.025	102.585	
0.942467	1.025	102.59	
1.11497	1.025	102.595	
1.27906	1.025	102.6	
1.08973	1.026	102.605	
0.925638	1.026	102.61	
1.11708	1.026	102.615	
1.25592	1.026	102.62	
1.07921	1.026	102.625	
0.940364	1.026	102.63	
1.15074	1.026	102.635	
1.31062	1.026	102.64	
1.12549	1.026	102.645	
0.959297	1.026	102.65	
1.11708	1.026	102.655	
1.25382	1.026	102.66	
1.06659	1.026	102.665	
0.917223	1.026	102.67	
1.08131	1.026	102.675	
1.27065	1.026	102.68	
1.11918	1.026	102.685	
0.940364	1.026	102.69	
1.08762	1.026	102.695	
1.23278	1.026	102.7	
1.09183	1.027	102.705	
0.957194	1.027	102.71	
1.16546	1.027	102.715	
1.35269	1.027	102.72	
1.17177	1.027	102.725	
0.992957	1.027	102.73	
1.1318	1.027	102.735	
1.25803	1.027	102.74	
1.06028	1.027	102.745	
0.866733	1.027	102.75	
1.02241	1.027	102.755	
1.20754	1.027	102.76	
1.09814	1.027	102.765	
0.952986	1.027	102.77	
1.10866	1.027	102.775	
1.25382	1.027	102.78	
1.08973	1.027	102.785	
0.917223	1.027	102.79	
1.04134	1.027	102.795	
1.21806	1.027	102.8	
1.11077	1.028	102.805	
0.978231	1.028	102.81	
1.17177	1.028	102.815	
1.32955	1.028	102.82	
1.14653	1.028	102.825	
0.936156	1.028	102.83	
1.08342	1.028	102.835	
1.22016	1.028	102.84	
1.06028	1.028	102.845	
0.898289	1.028	102.85	
1.0729	1.028	102.855	
1.25803	1.028	102.86	
1.13601	1.028	102.865	
0.969816	1.028	102.87	
1.11708	1.028	102.875	
1.28327	1.028	102.88	
1.12549	1.028	102.885	
0.950882	1.028	102.89	
1.06659	1.028	102.895	
1.23909	1.028	102.9	
1.14863	1.029	102.905	
1.00348	1.029	102.91	
1.16967	1.029	102.915	
1.32324	1.029	102.92	
1.15915	1.029	102.925	
0.961401	1.029	102.93	
1.10866	1.029	102.935	
1.23699	1.029	102.94	
1.09394	1.029	102.945	
0.929845	1.029	102.95	
1.075	1.029	102.955	
1.23909	1.029	102.96	
1.11287	1.029	102.965	
0.97192	1.029	102.97	
1.11077	1.029	102.975	
1.27696	1.029	102.98	
1.15494	1.029	102.985	
0.984542	1.029	102.99	
1.10866	1.029	102.995	
1.25171	1.029	103	
1.11497	1.03	103.005	
0.948779	1.03	103.01	
1.09604	1.03	103.015	
1.2433	1.03	103.02	
1.10235	1.03	103.025	
0.952986	1.03	103.03	
1.10445	1.03	103.035	
1.25803	1.03	103.04	
1.13811	1.03	103.045	
0.986646	1.03	103.05	
1.08552	1.03	103.055	
1.22647	1.03	103.06	
1.10445	1.03	103.065	
0.978231	1.03	103.07	
1.09604	1.03	103.075	
1.25382	1.03	103.08	
1.14232	1.03	103.085	
0.999268	1.03	103.09	
1.08552	1.03	103.095	
1.20754	1.03	103.1	
1.08131	1.031	103.105	
0.97192	1.031	103.11	
1.10656	1.031	103.115	
1.26013	1.031	103.12	
1.12339	1.031	103.125	
1.0161	1.031	103.13	
1.15915	1.031	103.135	
1.28327	1.031	103.14	
1.11918	1.031	103.145	
0.961401	1.031	103.15	
1.04555	1.031	103.155	
1.15705	1.031	103.16	
1.07711	1.031	103.165	
0.988749	1.031	103.17	
1.11918	1.031	103.175	
1.25382	1.031	103.18	
1.13601	1.031	103.185	
0.990853	1.031	103.19	
1.07921	1.031	103.195	
1.15284	1.031	103.2	
1.05607	1.032	103.205	
0.986646	1.032	103.21	
1.17598	1.032	103.215	
1.31903	1.032	103.22	
1.18229	1.032	103.225	
1.075	1.032	103.23	
1.17598	1.032	103.235	
1.22857	1.032	103.24	
1.03924	1.032	103.245	
0.917223	1.032	103.25	
1.04765	1.032	103.255	
1.21174	1.032	103.26	
1.10025	1.032	103.265	
1.03924	1.032	103.27	
1.14442	1.032	103.275	
1.21806	1.032	103.28	
1.05607	1.032	103.285	
0.946675	1.032	103.29	
1.08131	1.032	103.295	
1.20543	1.032	103.3	
1.13601	1.033	103.305	
1.08342	1.033	103.31	
1.2454	1.033	103.315	
1.298	1.033	103.32	
1.09394	1.033	103.325	
0.952986	1.033	103.33	
1.06448	1.033	103.335	
1.13601	1.033	103.34	
1.00979	1.033	103.345	
0.934053	1.033	103.35	
1.13391	1.033	103.355	
1.25171	1.033	103.36	
1.14022	1.033	103.365	
1.04134	1.033	103.37	
1.15705	1.033	103.375	
1.22437	1.033	103.38	
1.05396	1.033	103.385	
0.948779	1.033	103.39	
1.11077	1.033	103.395	
1.22857	1.033	103.4	
1.13601	1.034	103.405	
1.09814	1.034	103.41	
1.24751	1.034	103.415	
1.29379	1.034	103.42	
1.02872	1.034	103.425	
0.88146	1.034	103.43	
1.02451	1.034	103.435	
1.13601	1.034	103.44	
1.00348	1.034	103.445	
0.982438	1.034	103.45	
1.21595	1.034	103.455	
1.34638	1.034	103.46	
1.1865	1.034	103.465	
1.0161	1.034	103.47	
1.11077	1.034	103.475	
1.15284	1.034	103.48	
0.988749	1.034	103.485	
0.902497	1.034	103.49	
1.10656	1.034	103.495	
1.26434	1.034	103.5	
1.16546	1.035	103.505	
1.07079	1.035	103.51	
1.23068	1.035	103.515	
1.25592	1.035	103.52	
0.999268	1.035	103.525	
0.856215	1.035	103.53	
1.075	1.035	103.535	
1.22226	1.035	103.54	
1.06869	1.035	103.545	
0.988749	1.035	103.55	
1.19071	1.035	103.555	
1.26434	1.035	103.56	
1.03713	1.035	103.565	
0.900393	1.035	103.57	
1.06238	1.035	103.575	
1.19491	1.035	103.58	
1.06869	1.035	103.585	
1.00558	1.035	103.59	
1.21806	1.035	103.595	
1.33797	1.035	103.6	
1.1297	1.036	103.605	
0.97192	1.036	103.61	
1.14022	1.036	103.615	
1.21595	1.036	103.62	
1.00348	1.036	103.625	
0.894082	1.036	103.63	
1.13391	1.036	103.635	
1.30431	1.036	103.64	
1.12339	1.036	103.645	
0.986646	1.036	103.65	
1.15494	1.036	103.655	
1.23488	1.036	103.66	
1.0182	1.036	103.665	
0.894082	1.036	103.67	
1.12128	1.036	103.675	
1.29169	1.036	103.68	
1.15074	1.036	103.685	
1.02662	1.036	103.69	
1.20123	1.036	103.695	
1.30641	1.036	103.7	
1.07711	1.037	103.705	
0.929845	1.037	103.71	
1.1276	1.037	103.715	
1.28537	1.037	103.72	
1.07921	1.037	103.725	
0.946675	1.037	103.73	
1.1844	1.037	103.735	
1.33376	1.037	103.74	
1.11287	1.037	103.745	
0.927741	1.037	103.75	
1.10025	1.037	103.755	
1.24751	1.037	103.76	
1.06448	1.037	103.765	
0.934053	1.037	103.77	
1.13811	1.037	103.775	
1.32534	1.037	103.78	
1.13391	1.037	103.785	
0.952986	1.037	103.79	
1.08973	1.037	103.795	
1.20543	1.037	103.8	
1.04134	1.038	103.805	
0.913015	1.038	103.81	
1.15494	1.038	103.815	
