gelB_I_2_5mm8	gelB_I_2_5mm8	gelB_I_2_5mm8	
7.66807	0.833	83.305	
7.65965	0.833	83.31	
7.84057	0.833	83.315	
7.89737	0.833	83.32	
7.75853	0.833	83.325	
7.67859	0.833	83.33	
7.77115	0.833	83.335	
7.76694	0.833	83.34	
7.6323	0.833	83.345	
7.59864	0.833	83.35	
7.72697	0.833	83.355	
7.82374	0.833	83.36	
7.7438	0.833	83.365	
7.71645	0.833	83.37	
7.81322	0.833	83.375	
7.81112	0.833	83.38	
7.6849	0.833	83.385	
7.61337	0.833	83.39	
7.71014	0.833	83.395	
7.75642	0.833	83.4	
7.68069	0.834	83.405	
7.69752	0.834	83.41	
7.85951	0.834	83.415	
7.87634	0.834	83.42	
7.70173	0.834	83.425	
7.63441	0.834	83.43	
7.7438	0.834	83.435	
7.81533	0.834	83.44	
7.68279	0.834	83.445	
7.67227	0.834	83.45	
7.8006	0.834	83.455	
7.8574	0.834	83.46	
7.75642	0.834	83.465	
7.69542	0.834	83.47	
7.77536	0.834	83.475	
7.80481	0.834	83.48	
7.71014	0.834	83.485	
7.67859	0.834	83.49	
7.76273	0.834	83.495	
7.79639	0.834	83.5	
7.72276	0.835	83.505	
7.71225	0.835	83.51	
7.85109	0.835	83.515	
7.8574	0.835	83.52	
7.67017	0.835	83.525	
7.61758	0.835	83.53	
7.75222	0.835	83.535	
7.82795	0.835	83.54	
7.71645	0.835	83.545	
7.71014	0.835	83.55	
7.85319	0.835	83.555	
7.92262	0.835	83.56	
7.79008	0.835	83.565	
7.70383	0.835	83.57	
7.73959	0.835	83.575	
7.76063	0.835	83.58	
7.65755	0.835	83.585	
7.6323	0.835	83.59	
7.73959	0.835	83.595	
7.82164	0.835	83.6	
7.77746	0.836	83.605	
7.77115	0.836	83.61	
7.87844	0.836	83.615	
7.87002	0.836	83.62	
7.70173	0.836	83.625	
7.65334	0.836	83.63	
7.78588	0.836	83.635	
7.83636	0.836	83.64	
7.77746	0.836	83.645	
7.7985	0.836	83.65	
7.89948	0.836	83.655	
7.8553	0.836	83.66	
7.67227	0.836	83.665	
7.60706	0.836	83.67	
7.6891	0.836	83.675	
7.70593	0.836	83.68	
7.66176	0.836	83.685	
7.69752	0.836	83.69	
7.84057	0.836	83.695	
7.89737	0.836	83.7	
7.79429	0.837	83.705	
7.73959	0.837	83.71	
7.84478	0.837	83.715	
7.81322	0.837	83.72	
7.6849	0.837	83.725	
7.6849	0.837	83.73	
7.86792	0.837	83.735	
7.89948	0.837	83.74	
7.79429	0.837	83.745	
7.7459	0.837	83.75	
7.81533	0.837	83.755	
7.76694	0.837	83.76	
7.60706	0.837	83.765	
7.58813	0.837	83.77	
7.73118	0.837	83.775	
7.79429	0.837	83.78	
7.75011	0.837	83.785	
7.78588	0.837	83.79	
7.90368	0.837	83.795	
7.89948	0.837	83.8	
7.75642	0.838	83.805	
7.71856	0.838	83.81	
7.83216	0.838	83.815	
7.8574	0.838	83.82	
7.7438	0.838	83.825	
7.75853	0.838	83.83	
7.88685	0.838	83.835	
7.87634	0.838	83.84	
7.70804	0.838	83.845	
7.65544	0.838	83.85	
7.7417	0.838	83.855	
7.73749	0.838	83.86	
7.66386	0.838	83.865	
7.70804	0.838	83.87	
7.88685	0.838	83.875	
7.92051	0.838	83.88	
7.82585	0.838	83.885	
7.78588	0.838	83.89	
7.83426	0.838	83.895	
7.78798	0.838	83.9	
7.65544	0.839	83.905	
7.68069	0.839	83.91	
7.84057	0.839	83.915	
7.87213	0.839	83.92	
7.77746	0.839	83.925	
7.79429	0.839	83.93	
7.90368	0.839	83.935	
7.83847	0.839	83.94	
7.64282	0.839	83.945	
7.61547	0.839	83.95	
7.75222	0.839	83.955	
7.76905	0.839	83.96	
7.72487	0.839	83.965	
7.79219	0.839	83.97	
7.95207	0.839	83.975	
7.93103	0.839	83.98	
7.74801	0.839	83.985	
7.69962	0.839	83.99	
7.73959	0.839	83.995	
7.70383	0.839	84	
7.62389	0.84	84.005	
7.71645	0.84	84.01	
7.93734	0.84	84.015	
7.9689	0.84	84.02	
7.79008	0.84	84.025	
7.76063	0.84	84.03	
7.84478	0.84	84.035	
7.79219	0.84	84.04	
7.61547	0.84	84.045	
7.63651	0.84	84.05	
7.8574	0.84	84.055	
7.90579	0.84	84.06	
7.79639	0.84	84.065	
7.77746	0.84	84.07	
7.88896	0.84	84.075	
7.83847	0.84	84.08	
7.65965	0.84	84.085	
7.61127	0.84	84.09	
7.73328	0.84	84.095	
7.78588	0.84	84.1	
7.71856	0.841	84.105	
7.77746	0.841	84.11	
7.96048	0.841	84.115	
7.95628	0.841	84.12	
7.73539	0.841	84.125	
7.67859	0.841	84.13	
7.82374	0.841	84.135	
7.81743	0.841	84.14	
7.69331	0.841	84.145	
7.72487	0.841	84.15	
7.89317	0.841	84.155	
7.90158	0.841	84.16	
7.71645	0.841	84.165	
7.66807	0.841	84.17	
7.77115	0.841	84.175	
7.77746	0.841	84.18	
7.67859	0.841	84.185	
7.72697	0.841	84.19	
7.90579	0.841	84.195	
7.95838	0.841	84.2	
7.81112	0.842	84.205	
7.77325	0.842	84.21	
7.90579	0.842	84.215	
7.89106	0.842	84.22	
7.70173	0.842	84.225	
7.67017	0.842	84.23	
7.86371	0.842	84.235	
7.89737	0.842	84.24	
7.73118	0.842	84.245	
7.69752	0.842	84.25	
7.83636	0.842	84.255	
7.81533	0.842	84.26	
7.65334	0.842	84.265	
7.64493	0.842	84.27	
7.84057	0.842	84.275	
7.90999	0.842	84.28	
7.78798	0.842	84.285	
7.75642	0.842	84.29	
7.87844	0.842	84.295	
7.89106	0.842	84.3	
7.72276	0.843	84.305	
7.70173	0.843	84.31	
7.87634	0.843	84.315	
7.90789	0.843	84.32	
7.75222	0.843	84.325	
7.73328	0.843	84.33	
7.9121	0.843	84.335	
7.92051	0.843	84.34	
7.71645	0.843	84.345	
7.65124	0.843	84.35	
7.77956	0.843	84.355	
7.80691	0.843	84.36	
7.64493	0.843	84.365	
7.65965	0.843	84.37	
7.84899	0.843	84.375	
7.92262	0.843	84.38	
7.80902	0.843	84.385	
7.76273	0.843	84.39	
7.86792	0.843	84.395	
7.86371	0.843	84.4	
7.72066	0.844	84.405	
7.69752	0.844	84.41	
7.87213	0.844	84.415	
7.94155	0.844	84.42	
7.78377	0.844	84.425	
7.7417	0.844	84.43	
7.86792	0.844	84.435	
7.87002	0.844	84.44	
7.687	0.844	84.445	
7.62389	0.844	84.45	
7.77325	0.844	84.455	
7.83636	0.844	84.46	
7.73959	0.844	84.465	
7.73959	0.844	84.47	
7.90789	0.844	84.475	
7.95207	0.844	84.48	
7.81533	0.844	84.485	
7.7459	0.844	84.49	
7.83636	0.844	84.495	
7.85109	0.844	84.5	
7.73959	0.845	84.505	
7.75011	0.845	84.51	
7.92893	0.845	84.515	
7.98363	0.845	84.52	
7.82585	0.845	84.525	
7.72907	0.845	84.53	
7.81322	0.845	84.535	
7.8006	0.845	84.54	
7.65334	0.845	84.545	
7.63651	0.845	84.55	
7.79219	0.845	84.555	
7.9121	0.845	84.56	
7.84688	0.845	84.565	
7.83216	0.845	84.57	
7.9121	0.845	84.575	
7.90158	0.845	84.58	
7.76063	0.845	84.585	
7.69331	0.845	84.59	
7.77115	0.845	84.595	
7.79639	0.845	84.6	
7.75432	0.846	84.605	
7.78167	0.846	84.61	
7.94365	0.846	84.615	
7.97311	0.846	84.62	
7.80271	0.846	84.625	
7.71435	0.846	84.63	
7.77746	0.846	84.635	
7.77115	0.846	84.64	
7.6891	0.846	84.645	
7.69962	0.846	84.65	
7.86371	0.846	84.655	
7.96048	0.846	84.66	
7.89527	0.846	84.665	
7.85319	0.846	84.67	
7.88054	0.846	84.675	
7.84478	0.846	84.68	
7.72066	0.846	84.685	
7.70173	0.846	84.69	
7.81743	0.846	84.695	
7.86371	0.846	84.7	
7.81533	0.847	84.705	
7.83636	0.847	84.71	
7.95628	0.847	84.715	
7.90158	0.847	84.72	
7.72276	0.847	84.725	
7.68279	0.847	84.73	
7.7985	0.847	84.735	
7.83426	0.847	84.74	
7.76484	0.847	84.745	
7.84057	0.847	84.75	
7.99414	0.847	84.755	
7.98152	0.847	84.76	
7.80481	0.847	84.765	
7.73959	0.847	84.77	
7.78798	0.847	84.775	
7.76484	0.847	84.78	
7.67227	0.847	84.785	
7.71014	0.847	84.79	
7.84899	0.847	84.795	
7.9121	0.847	84.8	
7.83636	0.848	84.805	
7.82164	0.848	84.81	
7.95628	0.848	84.815	
7.92893	0.848	84.82	
7.7417	0.848	84.825	
7.70173	0.848	84.83	
7.85951	0.848	84.835	
7.90158	0.848	84.84	
7.79219	0.848	84.845	
7.78377	0.848	84.85	
7.88685	0.848	84.855	
7.85319	0.848	84.86	
7.68279	0.848	84.865	
7.64913	0.848	84.87	
7.76694	0.848	84.875	
7.83216	0.848	84.88	
7.78798	0.848	84.885	
7.84268	0.848	84.89	
7.99204	0.848	84.895	
8.00256	0.848	84.9	
7.83005	0.849	84.905	
7.8006	0.849	84.91	
7.91631	0.849	84.915	
7.90579	0.849	84.92	
7.71435	0.849	84.925	
7.71856	0.849	84.93	
7.90158	0.849	84.935	
7.92262	0.849	84.94	
7.77325	0.849	84.945	
7.7459	0.849	84.95	
7.87002	0.849	84.955	
7.8574	0.849	84.96	
7.69752	0.849	84.965	
7.69331	0.849	84.97	
7.85951	0.849	84.975	
7.93314	0.849	84.98	
7.84688	0.849	84.985	
7.84057	0.849	84.99	
7.971	0.849	84.995	
7.94786	0.849	85	
7.77115	0.85	85.005	
7.72066	0.85	85.01	
7.86792	0.85	85.015	
7.90579	0.85	85.02	
7.77115	0.85	85.025	
7.77956	0.85	85.03	
7.94786	0.85	85.035	
7.95207	0.85	85.04	
7.75853	0.85	85.045	
7.69331	0.85	85.05	
7.80691	0.85	85.055	
7.83216	0.85	85.06	
7.73118	0.85	85.065	
7.76273	0.85	85.07	
7.96048	0.85	85.075	
8.01939	0.85	85.08	
7.87213	0.85	85.085	
7.79639	0.85	85.09	
7.87002	0.85	85.095	
7.83847	0.85	85.1	
7.71014	0.851	85.105	
7.72276	0.851	85.11	
7.93314	0.851	85.115	
8.00256	0.851	85.12	
7.86161	0.851	85.125	
7.81322	0.851	85.13	
7.90368	0.851	85.135	
7.88054	0.851	85.14	
7.71856	0.851	85.145	
7.687	0.851	85.15	
7.84268	0.851	85.155	
7.9121	0.851	85.16	
7.83426	0.851	85.165	
7.84057	0.851	85.17	
7.96048	0.851	85.175	
7.93524	0.851	85.18	
7.75222	0.851	85.185	
7.72487	0.851	85.19	
7.82585	0.851	85.195	
7.84268	0.851	85.2	
7.76484	0.852	85.205	
7.81112	0.852	85.21	
8.00046	0.852	85.215	
8.00677	0.852	85.22	
7.79219	0.852	85.225	
7.73328	0.852	85.23	
7.84478	0.852	85.235	
7.87213	0.852	85.24	
7.74801	0.852	85.245	
7.76273	0.852	85.25	
7.95628	0.852	85.255	
8.01518	0.852	85.26	
7.86792	0.852	85.265	
7.81322	0.852	85.27	
7.92682	0.852	85.275	
7.90579	0.852	85.28	
7.7417	0.852	85.285	
7.71014	0.852	85.29	
7.85109	0.852	85.295	
7.9121	0.852	85.3	
7.82585	0.853	85.305	
7.80902	0.853	85.31	
7.94786	0.853	85.315	
7.96469	0.853	85.32	
7.7985	0.853	85.325	
7.74801	0.853	85.33	
7.88685	0.853	85.335	
7.94786	0.853	85.34	
7.81953	0.853	85.345	
7.80481	0.853	85.35	
7.94997	0.853	85.355	
7.96259	0.853	85.36	
7.79639	0.853	85.365	
7.73328	0.853	85.37	
7.82585	0.853	85.375	
7.86371	0.853	85.38	
7.73539	0.853	85.385	
7.73749	0.853	85.39	
7.88475	0.853	85.395	
7.93314	0.853	85.4	
7.83216	0.854	85.405	
7.81533	0.854	85.41	
7.9668	0.854	85.415	
7.98363	0.854	85.42	
7.80902	0.854	85.425	
7.78377	0.854	85.43	
7.93314	0.854	85.435	
8.00466	0.854	85.44	
7.84899	0.854	85.445	
7.79219	0.854	85.45	
7.89317	0.854	85.455	
7.89106	0.854	85.46	
7.7438	0.854	85.465	
7.71645	0.854	85.47	
7.83847	0.854	85.475	
7.90579	0.854	85.48	
7.83636	0.854	85.485	
7.83216	0.854	85.49	
7.92472	0.854	85.495	
7.90999	0.854	85.5	
7.79639	0.855	85.505	
7.76905	0.855	85.51	
7.90999	0.855	85.515	
7.95628	0.855	85.52	
7.84057	0.855	85.525	
7.82374	0.855	85.53	
7.97731	0.855	85.535	
7.98152	0.855	85.54	
7.81322	0.855	85.545	
7.72276	0.855	85.55	
7.81743	0.855	85.555	
7.83216	0.855	85.56	
7.76273	0.855	85.565	
7.7985	0.855	85.57	
7.9689	0.855	85.575	
7.99835	0.855	85.58	
7.86161	0.855	85.585	
7.78167	0.855	85.59	
7.83005	0.855	85.595	
7.83426	0.855	85.6	
7.7417	0.856	85.605	
7.81112	0.856	85.61	
8.03622	0.856	85.615	
8.10354	0.856	85.62	
7.92682	0.856	85.625	
7.86582	0.856	85.63	
7.92682	0.856	85.635	
7.87634	0.856	85.64	
7.71014	0.856	85.645	
7.68279	0.856	85.65	
7.88265	0.856	85.655	
7.97521	0.856	85.66	
7.88896	0.856	85.665	
7.88054	0.856	85.67	
7.96048	0.856	85.675	
7.90999	0.856	85.68	
7.75011	0.856	85.685	
7.71014	0.856	85.69	
7.84268	0.856	85.695	
7.92051	0.856	85.7	
7.87213	0.857	85.705	
7.92682	0.857	85.71	
8.08671	0.857	85.715	
8.03411	0.857	85.72	
7.81112	0.857	85.725	
7.71225	0.857	85.73	
7.80271	0.857	85.735	
7.81112	0.857	85.74	
7.70593	0.857	85.745	
7.73118	0.857	85.75	
7.93103	0.857	85.755	
7.99414	0.857	85.76	
7.87634	0.857	85.765	
7.86161	0.857	85.77	
7.95417	0.857	85.775	
7.94786	0.857	85.78	
7.81112	0.857	85.785	
7.78167	0.857	85.79	
7.90579	0.857	85.795	
7.93524	0.857	85.8	
7.83426	0.858	85.805	
7.84057	0.858	85.81	
7.98573	0.858	85.815	
7.95628	0.858	85.82	
7.77956	0.858	85.825	
7.75642	0.858	85.83	
7.90158	0.858	85.835	
7.92051	0.858	85.84	
7.82795	0.858	85.845	
7.8574	0.858	85.85	
8.00256	0.858	85.855	
8.01308	0.858	85.86	
7.84688	0.858	85.865	
7.83216	0.858	85.87	
7.91631	0.858	85.875	
7.90368	0.858	85.88	
7.77115	0.858	85.885	
7.79008	0.858	85.89	
7.95207	0.858	85.895	
7.94786	0.858	85.9	
7.83636	0.859	85.905	
7.84057	0.859	85.91	
7.98363	0.859	85.915	
7.94365	0.859	85.92	
7.75011	0.859	85.925	
7.7417	0.859	85.93	
7.93524	0.859	85.935	
8.01728	0.859	85.94	
7.90368	0.859	85.945	
7.9142	0.859	85.95	
8.00887	0.859	85.955	
7.98783	0.859	85.96	
7.79008	0.859	85.965	
7.72487	0.859	85.97	
7.87002	0.859	85.975	
7.90579	0.859	85.98	
7.83005	0.859	85.985	
7.8574	0.859	85.99	
7.99835	0.859	85.995	
7.9668	0.859	86	
7.83005	0.86	86.005	
7.80271	0.86	86.01	
7.95207	0.86	86.015	
7.96469	0.86	86.02	
7.80691	0.86	86.025	
7.81322	0.86	86.03	
7.97942	0.86	86.035	
8.01518	0.86	86.04	
7.85319	0.86	86.045	
7.82164	0.86	86.05	
7.90158	0.86	86.055	
7.89948	0.86	86.06	
7.7438	0.86	86.065	
7.7459	0.86	86.07	
7.91841	0.86	86.075	
7.94786	0.86	86.08	
7.86582	0.86	86.085	
7.86161	0.86	86.09	
7.98994	0.86	86.095	
7.95207	0.86	86.1	
7.79429	0.861	86.105	
7.81322	0.861	86.11	
7.98152	0.861	86.115	
8.01097	0.861	86.12	
7.85951	0.861	86.125	
7.86582	0.861	86.13	
8.02991	0.861	86.135	
8.00046	0.861	86.14	
7.81112	0.861	86.145	
7.75222	0.861	86.15	
7.88475	0.861	86.155	
7.87844	0.861	86.16	
7.75432	0.861	86.165	
7.76694	0.861	86.17	
7.95417	0.861	86.175	
8.01308	0.861	86.18	
7.87002	0.861	86.185	
7.83847	0.861	86.19	
7.9689	0.861	86.195	
7.96469	0.861	86.2	
7.81533	0.862	86.205	
7.80902	0.862	86.21	
7.98573	0.862	86.215	
8.04884	0.862	86.22	
7.87844	0.862	86.225	
7.83216	0.862	86.23	
7.98994	0.862	86.235	
7.98573	0.862	86.24	
7.76905	0.862	86.245	
7.70804	0.862	86.25	
7.88054	0.862	86.255	
7.94786	0.862	86.26	
7.83216	0.862	86.265	
7.82374	0.862	86.27	
8.01939	0.862	86.275	
8.04253	0.862	86.28	
7.85109	0.862	86.285	
7.77746	0.862	86.29	
7.89106	0.862	86.295	
7.9142	0.862	86.3	
7.82795	0.863	86.305	
7.86371	0.863	86.31	
8.08881	0.863	86.315	
8.1414	0.863	86.32	
7.90789	0.863	86.325	
7.8006	0.863	86.33	
7.89527	0.863	86.335	
7.89737	0.863	86.34	
7.75011	0.863	86.345	
7.7459	0.863	86.35	
7.97311	0.863	86.355	
8.09512	0.863	86.36	
7.94786	0.863	86.365	
7.88054	0.863	86.37	
7.99835	0.863	86.375	
7.99835	0.863	86.38	
7.81953	0.863	86.385	
7.73328	0.863	86.39	
7.86582	0.863	86.395	
7.97311	0.863	86.4	
7.89317	0.864	86.405	
7.90999	0.864	86.41	
8.05515	0.864	86.415	
8.08881	0.864	86.42	
7.88054	0.864	86.425	
7.79008	0.864	86.43	
7.92682	0.864	86.435	
7.97311	0.864	86.44	
7.85319	0.864	86.445	
7.83636	0.864	86.45	
8.00466	0.864	86.455	
8.05305	0.864	86.46	
7.91631	0.864	86.465	
7.82374	0.864	86.47	
7.91841	0.864	86.475	
7.94365	0.864	86.48	
7.83636	0.864	86.485	
7.82795	0.864	86.49	
7.94997	0.864	86.495	
8.00677	0.864	86.5	
7.89737	0.865	86.505	
7.87634	0.865	86.51	
7.99835	0.865	86.515	
8.02149	0.865	86.52	
7.87002	0.865	86.525	
7.83847	0.865	86.53	
7.99204	0.865	86.535	
8.05305	0.865	86.54	
7.89737	0.865	86.545	
7.81743	0.865	86.55	
7.93103	0.865	86.555	
7.93945	0.865	86.56	
7.81953	0.865	86.565	
7.79429	0.865	86.57	
7.94155	0.865	86.575	
8.00887	0.865	86.58	
7.91631	0.865	86.585	
7.90158	0.865	86.59	
8.01097	0.865	86.595	
8.00887	0.865	86.6	
7.90158	0.866	86.605	
7.87213	0.866	86.61	
7.98152	0.866	86.615	
8.02991	0.866	86.62	
7.9142	0.866	86.625	
7.8574	0.866	86.63	
7.98152	0.866	86.635	
7.98783	0.866	86.64	
7.85319	0.866	86.645	
7.80271	0.866	86.65	
7.8553	0.866	86.655	
7.89106	0.866	86.66	
7.83005	0.866	86.665	
7.86792	0.866	86.67	
8.01308	0.866	86.675	
8.05936	0.866	86.68	
7.95207	0.866	86.685	
7.90999	0.866	86.69	
7.94997	0.866	86.695	
7.91841	0.866	86.7	
7.83216	0.867	86.705	
7.84899	0.867	86.71	
8.01308	0.867	86.715	
8.05936	0.867	86.72	
7.93103	0.867	86.725	
7.90579	0.867	86.73	
7.99204	0.867	86.735	
7.95417	0.867	86.74	
7.80271	0.867	86.745	
7.76694	0.867	86.75	
7.89106	0.867	86.755	
7.95417	0.867	86.76	
7.88054	0.867	86.765	
7.92472	0.867	86.77	
8.05515	0.867	86.775	
8.05305	0.867	86.78	
7.90789	0.867	86.785	
7.85951	0.867	86.79	
7.90999	0.867	86.795	
7.91841	0.867	86.8	
7.84478	0.868	86.805	
7.9121	0.868	86.81	
8.09512	0.868	86.815	
8.10564	0.868	86.82	
7.93524	0.868	86.825	
7.86582	0.868	86.83	
7.94576	0.868	86.835	
7.90158	0.868	86.84	
7.77746	0.868	86.845	
7.79429	0.868	86.85	
7.98363	0.868	86.855	
8.03832	0.868	86.86	
7.92472	0.868	86.865	
7.90579	0.868	86.87	
7.99835	0.868	86.875	
7.97521	0.868	86.88	
7.82585	0.868	86.885	
7.80481	0.868	86.89	
7.94365	0.868	86.895	
7.98152	0.868	86.9	
7.92472	0.869	86.905	
7.94997	0.869	86.91	
8.12247	0.869	86.915	
8.09092	0.869	86.92	
7.87634	0.869	86.925	
7.82164	0.869	86.93	
7.91841	0.869	86.935	
7.89948	0.869	86.94	
7.80271	0.869	86.945	
7.85951	0.869	86.95	
8.06146	0.869	86.955	
8.09723	0.869	86.96	
7.98152	0.869	86.965	
7.94997	0.869	86.97	
8.0236	0.869	86.975	
7.95838	0.869	86.98	
7.77956	0.869	86.985	
7.78588	0.869	86.99	
7.94365	0.869	86.995	
7.98363	0.869	87	
7.9121	0.87	87.005	
7.971	0.87	87.01	
8.15403	0.87	87.015	
8.11826	0.87	87.02	
7.8574	0.87	87.025	
7.7985	0.87	87.03	
7.94576	0.87	87.035	
7.9689	0.87	87.04	
7.83636	0.87	87.045	
7.88475	0.87	87.05	
8.09933	0.87	87.055	
8.11195	0.87	87.06	
7.90999	0.87	87.065	
7.84688	0.87	87.07	
7.92893	0.87	87.075	
7.89948	0.87	87.08	
7.76484	0.87	87.085	
7.81743	0.87	87.09	
8.00256	0.87	87.095	
8.07829	0.87	87.1	
7.98783	0.871	87.105	
8.00046	0.871	87.11	
8.12668	0.871	87.115	
8.06146	0.871	87.12	
7.83636	0.871	87.125	
7.79429	0.871	87.13	
7.971	0.871	87.135	
8.00677	0.871	87.14	
7.88685	0.871	87.145	
7.90999	0.871	87.15	
8.05726	0.871	87.155	
8.02149	0.871	87.16	
7.82795	0.871	87.165	
7.80481	0.871	87.17	
7.95628	0.871	87.175	
7.98783	0.871	87.18	
7.89527	0.871	87.185	
7.90579	0.871	87.19	
8.06567	0.871	87.195	
8.0825	0.871	87.2	
7.90579	0.872	87.205	
7.89317	0.872	87.21	
8.02991	0.872	87.215	
8.01518	0.872	87.22	
7.83216	0.872	87.225	
7.82585	0.872	87.23	
8.01518	0.872	87.235	
8.03622	0.872	87.24	
7.85319	0.872	87.245	
7.83005	0.872	87.25	
7.98573	0.872	87.255	
8.01939	0.872	87.26	
7.86582	0.872	87.265	
7.87844	0.872	87.27	
8.05726	0.872	87.275	
8.09933	0.872	87.28	
7.9668	0.872	87.285	
7.92472	0.872	87.29	
8.0257	0.872	87.295	
8.01308	0.872	87.3	
7.82164	0.873	87.305	
7.79008	0.873	87.31	
7.94997	0.873	87.315	
8.03832	0.873	87.32	
7.9142	0.873	87.325	
7.9121	0.873	87.33	
8.06777	0.873	87.335	
8.06777	0.873	87.34	
7.89527	0.873	87.345	
7.82795	0.873	87.35	
7.95838	0.873	87.355	
8.00677	0.873	87.36	
7.90999	0.873	87.365	
7.9142	0.873	87.37	
8.0846	0.873	87.375	
8.09092	0.873	87.38	
7.92051	0.873	87.385	
7.85951	0.873	87.39	
7.96469	0.873	87.395	
7.98994	0.873	87.4	
7.8574	0.874	87.405	
7.84478	0.874	87.41	
8.05936	0.874	87.415	
8.14351	0.874	87.42	
7.96259	0.874	87.425	
7.90158	0.874	87.43	
8.01518	0.874	87.435	
8.03622	0.874	87.44	
7.87634	0.874	87.445	
7.79008	0.874	87.45	
7.95417	0.874	87.455	
8.05305	0.874	87.46	
7.95628	0.874	87.465	
7.90579	0.874	87.47	
8.01728	0.874	87.475	
8.04463	0.874	87.48	
7.88475	0.874	87.485	
7.82374	0.874	87.49	
7.93734	0.874	87.495	
7.99204	0.874	87.5	
7.93524	0.875	87.505	
7.94155	0.875	87.51	
8.09302	0.875	87.515	
8.13509	0.875	87.52	
7.94786	0.875	87.525	
7.84478	0.875	87.53	
7.9689	0.875	87.535	
8.01097	0.875	87.54	
7.87002	0.875	87.545	
7.85109	0.875	87.55	
8.02149	0.875	87.555	
8.09302	0.875	87.56	
7.97942	0.875	87.565	
7.90999	0.875	87.57	
8.00887	0.875	87.575	
8.05094	0.875	87.58	
7.92472	0.875	87.585	
7.86371	0.875	87.59	
7.98152	0.875	87.595	
8.05094	0.875	87.6	
7.94997	0.876	87.605	
7.89737	0.876	87.61	
8.03832	0.876	87.615	
8.07829	0.876	87.62	
7.92893	0.876	87.625	
7.87213	0.876	87.63	
8.0278	0.876	87.635	
8.0804	0.876	87.64	
7.94576	0.876	87.645	
7.88475	0.876	87.65	
7.99414	0.876	87.655	
8.02991	0.876	87.66	
7.92051	0.876	87.665	
7.86371	0.876	87.67	
7.97731	0.876	87.675	
8.05936	0.876	87.68	
7.9689	0.876	87.685	
7.93103	0.876	87.69	
8.03411	0.876	87.695	
8.05936	0.876	87.7	
7.94786	0.877	87.705	
7.91631	0.877	87.71	
8.03832	0.877	87.715	
8.06988	0.877	87.72	
7.94576	0.877	87.725	
7.92472	0.877	87.73	
8.05936	0.877	87.735	
8.0825	0.877	87.74	
7.95207	0.877	87.745	
7.87634	0.877	87.75	
7.96048	0.877	87.755	
7.98573	0.877	87.76	
7.90158	0.877	87.765	
7.89948	0.877	87.77	
8.04253	0.877	87.775	
8.09723	0.877	87.78	
7.98994	0.877	87.785	
7.93734	0.877	87.79	
8.00256	0.877	87.795	
8.01097	0.877	87.8	
7.93945	0.878	87.805	
7.92893	0.878	87.81	
8.08671	0.878	87.815	
8.12668	0.878	87.82	
8.00887	0.878	87.825	
7.93734	0.878	87.83	
8.00466	0.878	87.835	
7.98363	0.878	87.84	
7.86582	0.878	87.845	
7.84688	0.878	87.85	
7.96469	0.878	87.855	
8.01939	0.878	87.86	
7.971	0.878	87.865	
8.00677	0.878	87.87	
8.09933	0.878	87.875	
8.06777	0.878	87.88	
7.94155	0.878	87.885	
7.89948	0.878	87.89	
7.971	0.878	87.895	
7.96469	0.878	87.9	
7.92262	0.879	87.905	
7.98363	0.879	87.91	
8.11406	0.879	87.915	
8.0846	0.879	87.92	
7.94155	0.879	87.925	
7.9121	0.879	87.93	
7.99625	0.879	87.935	
7.97731	0.879	87.94	
7.89317	0.879	87.945	
7.93734	0.879	87.95	
8.0825	0.879	87.955	
8.10985	0.879	87.96	
8.01939	0.879	87.965	
8.00046	0.879	87.97	
8.07619	0.879	87.975	
8.01097	0.879	87.98	
7.87844	0.879	87.985	
7.87423	0.879	87.99	
7.99204	0.879	87.995	
7.99625	0.879	88	
7.95838	0.88	88.005	
8.00887	0.88	88.01	
8.18348	0.88	88.015	
8.1414	0.88	88.02	
7.96259	0.88	88.025	
7.92472	0.88	88.03	
8.04463	0.88	88.035	
8.01939	0.88	88.04	
7.88685	0.88	88.045	
7.9142	0.88	88.05	
8.07829	0.88	88.055	
8.10564	0.88	88.06	
7.97731	0.88	88.065	
7.96048	0.88	88.07	
8.0257	0.88	88.075	
7.98152	0.88	88.08	
7.86161	0.88	88.085	
7.87634	0.88	88.09	
8.01939	0.88	88.095	
8.05936	0.88	88.1	
8.00256	0.881	88.105	
8.05936	0.881	88.11	
8.20872	0.881	88.115	
8.16034	0.881	88.12	
7.95417	0.881	88.125	
7.89737	0.881	88.13	
8.03201	0.881	88.135	
8.01728	0.881	88.14	
7.87423	0.881	88.145	
7.90158	0.881	88.15	
8.06988	0.881	88.155	
8.06567	0.881	88.16	
7.91631	0.881	88.165	
7.90579	0.881	88.17	
8.03201	0.881	88.175	
8.0236	0.881	88.18	
7.9121	0.881	88.185	
7.93524	0.881	88.19	
8.10774	0.881	88.195	
8.13299	0.881	88.2	
7.98994	0.882	88.205	
8.01308	0.882	88.21	
8.17927	0.882	88.215	
8.13509	0.882	88.22	
7.9142	0.882	88.225	
7.87423	0.882	88.23	
8.05726	0.882	88.235	
8.09302	0.882	88.24	
7.93524	0.882	88.245	
7.93314	0.882	88.25	
8.10143	0.882	88.255	
8.09933	0.882	88.26	
7.92051	0.882	88.265	
7.89106	0.882	88.27	
8.03832	0.882	88.275	
8.06357	0.882	88.28	
7.94786	0.882	88.285	
7.95417	0.882	88.29	
